CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Kartini Hidayat,36,sudah menikah,139855,perempuan,3,3,S1,sales,tidak memiliki rumah sendiri,3
Maya Wahyuni,25,sudah menikah,73477,perempuan,1,1,S1,management,memiliki rumah sendiri,0
Siti Wahyuni,46,sudah menikah,49120,perempuan,2,0,SMA,management,memiliki rumah sendiri,3
Gita Santoso,61,sudah menikah,76720,laki-laki,2,1,Post-graduate,management,memiliki rumah sendiri,0
Yusuf Anggraini,44,belum menikah,25238,perempuan,2,1,S3,skilled manual work,tidak memiliki rumah sendiri,2
Lina Santoso,54,sudah menikah,123326,perempuan,5,1,S1,unskilled manual work,memiliki rumah sendiri,0
Siti Muliawan,53,belum menikah,95709,perempuan,4,1,SMA,clerical work,tidak memiliki rumah sendiri,1
Eko Putra,55,belum menikah,102757,perempuan,4,0,S1,management,memiliki rumah sendiri,0
Vina Wahyuni,23,sudah menikah,45690,laki-laki,5,0,S2,sales,memiliki rumah sendiri,1
Joko Muliawan,66,sudah menikah,96027,laki-laki,2,4,S3,professional,memiliki rumah sendiri,3
Zainab Setiawan,54,belum menikah,96594,perempuan,2,3,S1,clerical work,tidak memiliki rumah sendiri,1
Indra Wijaya,48,sudah menikah,110289,laki-laki,1,3,Post-graduate,sales,tidak memiliki rumah sendiri,1
Gita Rachman,32,belum menikah,140345,laki-laki,4,4,S1,clerical work,memiliki rumah sendiri,3
Hadi Saputra,38,belum menikah,133041,laki-laki,3,0,Post-graduate,professional,tidak memiliki rumah sendiri,2
Dewi Setiawan,23,belum menikah,143047,laki-laki,5,1,S3,clerical work,tidak memiliki rumah sendiri,1
Fitri Pratama,49,belum menikah,47559,laki-laki,3,1,Post-graduate,management,memiliki rumah sendiri,0
Kartini Haryanto,65,belum menikah,59475,perempuan,5,0,SMA,professional,tidak memiliki rumah sendiri,3
Siti Muliawan,53,sudah menikah,143622,perempuan,1,0,S2,management,tidak memiliki rumah sendiri,1
Agus Mahendra,58,belum menikah,126347,laki-laki,2,1,S1,skilled manual work,memiliki rumah sendiri,2
Siti Hidayat,67,belum menikah,137785,perempuan,2,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,3
Cahyadi Santoso,42,belum menikah,27603,laki-laki,5,0,S3,skilled manual work,tidak memiliki rumah sendiri,3
Usman Anggraini,41,belum menikah,20436,laki-laki,0,1,Post-graduate,clerical work,memiliki rumah sendiri,0
Putri Saputra,28,sudah menikah,95518,perempuan,4,1,S2,unskilled manual work,memiliki rumah sendiri,2
Nina Wijaya,60,sudah menikah,72650,laki-laki,4,0,SMA,clerical work,tidak memiliki rumah sendiri,3
Wati Putra,33,belum menikah,80319,perempuan,2,0,Post-graduate,clerical work,tidak memiliki rumah sendiri,0
Fitri Putra,60,belum menikah,38720,laki-laki,5,2,S3,skilled manual work,memiliki rumah sendiri,1
Fitri Saputra,57,sudah menikah,111283,perempuan,3,3,S2,management,tidak memiliki rumah sendiri,1
Yusuf Rachman,61,belum menikah,139600,laki-laki,0,0,S3,unskilled manual work,tidak memiliki rumah sendiri,0
Indra Rachman,23,belum menikah,125771,laki-laki,2,0,S3,professional,tidak memiliki rumah sendiri,2
Budi Wijaya,62,sudah menikah,102794,perempuan,5,1,S1,management,memiliki rumah sendiri,2
Nina Fauzan,26,sudah menikah,109184,perempuan,5,0,SMA,professional,memiliki rumah sendiri,1
Vina Susanto,30,belum menikah,100603,perempuan,1,0,Post-graduate,skilled manual work,memiliki rumah sendiri,2
Hadi Putra,36,belum menikah,68753,perempuan,1,1,S2,sales,tidak memiliki rumah sendiri,2
Indra Putra,38,belum menikah,141547,laki-laki,0,0,S2,management,memiliki rumah sendiri,0
Taufik Mahendra,32,sudah menikah,125538,laki-laki,5,1,S1,management,tidak memiliki rumah sendiri,0
Nina Purnomo,40,belum menikah,51558,perempuan,3,3,SMA,clerical work,tidak memiliki rumah sendiri,3
Joko Saputra,46,sudah menikah,25418,laki-laki,2,1,SMA,management,memiliki rumah sendiri,1
Indra Haryanto,27,sudah menikah,21663,laki-laki,2,0,S3,sales,memiliki rumah sendiri,3
Cahyadi Rachman,26,sudah menikah,127606,laki-laki,3,0,S2,sales,tidak memiliki rumah sendiri,1
Taufik Setiawan,46,belum menikah,86100,perempuan,2,0,S3,sales,memiliki rumah sendiri,1
Lina Rachman,61,sudah menikah,51647,laki-laki,4,2,S2,management,memiliki rumah sendiri,2
Fitri Mahendra,19,belum menikah,83440,laki-laki,3,2,S3,skilled manual work,memiliki rumah sendiri,1
Indra Susanto,69,belum menikah,133538,perempuan,3,1,S1,sales,memiliki rumah sendiri,3
Kartini Wahyuni,33,sudah menikah,123453,laki-laki,0,0,Post-graduate,clerical work,memiliki rumah sendiri,2
Hadi Fauzan,26,sudah menikah,138791,laki-laki,1,0,S2,sales,memiliki rumah sendiri,1
Rizki Hidayat,58,sudah menikah,72938,laki-laki,1,0,SMA,management,memiliki rumah sendiri,3
Wati Fauzan,50,belum menikah,122384,perempuan,0,0,S2,skilled manual work,memiliki rumah sendiri,0
Budi Pratama,42,belum menikah,114750,laki-laki,5,1,S3,management,tidak memiliki rumah sendiri,1
Zainab Santoso,60,sudah menikah,27844,laki-laki,5,0,Post-graduate,unskilled manual work,memiliki rumah sendiri,0
Zainab Purnomo,34,belum menikah,106099,perempuan,5,2,S1,professional,tidak memiliki rumah sendiri,1
Gita Rachman,57,sudah menikah,148144,perempuan,4,1,S2,sales,memiliki rumah sendiri,2
Lina Fauzan,43,sudah menikah,41969,laki-laki,3,3,S1,clerical work,tidak memiliki rumah sendiri,3
Putri Wibowo,68,belum menikah,87597,laki-laki,1,1,Post-graduate,clerical work,tidak memiliki rumah sendiri,2
Siti Putra,55,sudah menikah,130966,perempuan,0,2,SMA,skilled manual work,tidak memiliki rumah sendiri,3
Lina Wibowo,57,sudah menikah,54034,laki-laki,5,0,S1,skilled manual work,tidak memiliki rumah sendiri,1
Indra Utomo,36,belum menikah,113305,perempuan,1,1,S3,management,tidak memiliki rumah sendiri,3
Vina Mahendra,65,belum menikah,149737,perempuan,2,1,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Yusuf Wibowo,19,sudah menikah,132119,perempuan,5,2,S2,sales,tidak memiliki rumah sendiri,1
Siti Hidayat,63,sudah menikah,20652,perempuan,1,1,S3,professional,memiliki rumah sendiri,0
Lina Putra,24,sudah menikah,87224,perempuan,2,3,S2,skilled manual work,memiliki rumah sendiri,0
Taufik Haryanto,69,belum menikah,104873,laki-laki,2,1,S3,management,memiliki rumah sendiri,0
Siti Pratama,37,sudah menikah,59238,perempuan,5,0,S1,sales,memiliki rumah sendiri,1
Maya Pratama,44,sudah menikah,131405,laki-laki,3,3,S3,professional,memiliki rumah sendiri,2
Siti Santoso,52,sudah menikah,102639,perempuan,5,0,S3,professional,tidak memiliki rumah sendiri,2
Yusuf Anggraini,60,sudah menikah,143175,perempuan,4,0,Post-graduate,sales,memiliki rumah sendiri,2
Lina Santoso,45,sudah menikah,72705,perempuan,3,2,S3,unskilled manual work,memiliki rumah sendiri,0
Kartini Anggraini,54,sudah menikah,96777,laki-laki,5,1,SMA,sales,tidak memiliki rumah sendiri,0
Rizki Hakim,40,belum menikah,101845,laki-laki,3,3,S3,management,memiliki rumah sendiri,1
Cahyadi Putra,36,belum menikah,70378,laki-laki,5,5,Post-graduate,professional,memiliki rumah sendiri,3
Lina Saputra,19,belum menikah,62983,laki-laki,4,1,S3,management,tidak memiliki rumah sendiri,1
Hadi Fauzan,27,belum menikah,32622,laki-laki,2,1,SMA,skilled manual work,tidak memiliki rumah sendiri,1
Dewi Fauzan,66,sudah menikah,39076,perempuan,1,1,S2,clerical work,memiliki rumah sendiri,2
Taufik Fauzan,44,sudah menikah,59659,laki-laki,5,0,S3,unskilled manual work,memiliki rumah sendiri,2
Gita Rachman,43,sudah menikah,82589,perempuan,5,1,SMA,management,tidak memiliki rumah sendiri,1
Hadi Wahyuni,69,belum menikah,87804,perempuan,1,0,SMA,sales,tidak memiliki rumah sendiri,2
Rizki Hidayat,59,sudah menikah,71437,perempuan,4,1,S3,unskilled manual work,memiliki rumah sendiri,1
Putri Anggraini,47,sudah menikah,72460,laki-laki,5,0,S3,professional,memiliki rumah sendiri,0
Budi Purnomo,68,sudah menikah,79291,perempuan,2,0,S2,skilled manual work,tidak memiliki rumah sendiri,1
Zainab Saputra,59,sudah menikah,24762,perempuan,2,1,SMA,unskilled manual work,memiliki rumah sendiri,0
Rizki Wijaya,38,belum menikah,63448,perempuan,4,0,Post-graduate,management,memiliki rumah sendiri,3
Siti Utomo,51,sudah menikah,98689,perempuan,5,2,S2,skilled manual work,tidak memiliki rumah sendiri,3
Vina Sari,37,belum menikah,49256,laki-laki,5,2,Post-graduate,management,memiliki rumah sendiri,2
Vina Susanto,68,sudah menikah,129092,perempuan,3,0,S1,clerical work,tidak memiliki rumah sendiri,0
Eko Muliawan,65,belum menikah,92402,laki-laki,2,4,S2,management,tidak memiliki rumah sendiri,1
Putri Putra,64,sudah menikah,127494,laki-laki,3,0,S2,clerical work,memiliki rumah sendiri,2
Taufik Purnomo,48,belum menikah,120373,laki-laki,5,3,S1,clerical work,memiliki rumah sendiri,3
Kartini Mahendra,42,sudah menikah,147515,laki-laki,1,0,Post-graduate,management,tidak memiliki rumah sendiri,1
Zainab Rachman,30,belum menikah,148660,perempuan,5,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,0
Putri Putra,69,sudah menikah,98978,laki-laki,4,1,S3,sales,memiliki rumah sendiri,3
Putri Wijaya,38,belum menikah,65020,perempuan,5,0,S1,unskilled manual work,memiliki rumah sendiri,2
Lina Wibowo,61,belum menikah,114490,perempuan,1,4,Post-graduate,sales,memiliki rumah sendiri,1
Cahyadi Hakim,25,sudah menikah,63120,perempuan,3,0,Post-graduate,clerical work,memiliki rumah sendiri,2
Hadi Sari,66,sudah menikah,119982,laki-laki,2,0,S2,sales,tidak memiliki rumah sendiri,2
Lina Mahendra,42,belum menikah,37860,perempuan,3,1,S3,professional,tidak memiliki rumah sendiri,3
Agus Susanto,22,belum menikah,74362,perempuan,1,0,S3,unskilled manual work,memiliki rumah sendiri,3
Taufik Wahyuni,62,belum menikah,102667,laki-laki,3,3,SMA,sales,tidak memiliki rumah sendiri,1
Hadi Wibowo,42,sudah menikah,121963,perempuan,3,3,S3,management,tidak memiliki rumah sendiri,3
Gita Hidayat,35,sudah menikah,120654,laki-laki,2,0,SMA,skilled manual work,tidak memiliki rumah sendiri,0
Agus Wijaya,34,belum menikah,88792,laki-laki,2,1,S1,professional,memiliki rumah sendiri,1
Wati Anggraini,19,belum menikah,106190,laki-laki,4,3,S3,skilled manual work,memiliki rumah sendiri,0
Nina Wahyuni,27,belum menikah,125607,perempuan,5,0,S1,management,tidak memiliki rumah sendiri,3
Lina Hakim,47,belum menikah,45906,perempuan,3,0,SMA,sales,memiliki rumah sendiri,2
Budi Saputra,67,belum menikah,39459,perempuan,2,0,S1,professional,tidak memiliki rumah sendiri,3
Eko Rachman,39,belum menikah,149063,perempuan,2,3,S1,skilled manual work,memiliki rumah sendiri,3
Fitri Sari,53,sudah menikah,36204,laki-laki,1,3,S1,professional,tidak memiliki rumah sendiri,2
Kartini Fauzan,23,sudah menikah,70178,perempuan,1,4,S2,management,memiliki rumah sendiri,0
Budi Setiawan,41,sudah menikah,74959,perempuan,2,1,Post-graduate,professional,tidak memiliki rumah sendiri,1
Taufik Setiawan,19,belum menikah,116070,laki-laki,0,0,S1,sales,tidak memiliki rumah sendiri,1
Indra Wijaya,22,belum menikah,102274,perempuan,1,1,Post-graduate,management,memiliki rumah sendiri,2
Fitri Haryanto,19,sudah menikah,70376,perempuan,4,4,SMA,professional,memiliki rumah sendiri,3
Maya Mahendra,31,sudah menikah,103136,perempuan,4,1,S3,management,memiliki rumah sendiri,2
Usman Utomo,68,belum menikah,141206,perempuan,5,2,SMA,clerical work,tidak memiliki rumah sendiri,3
Lina Purnomo,44,sudah menikah,134622,perempuan,2,0,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Gita Wijaya,27,belum menikah,44104,perempuan,0,3,SMA,skilled manual work,memiliki rumah sendiri,1
Hadi Fauzan,66,belum menikah,107136,perempuan,5,0,Post-graduate,skilled manual work,memiliki rumah sendiri,1
Kartini Saputra,34,sudah menikah,119213,laki-laki,4,0,S1,clerical work,memiliki rumah sendiri,0
Wati Santoso,55,sudah menikah,27596,perempuan,0,0,SMA,clerical work,tidak memiliki rumah sendiri,1
Maya Wahyuni,19,sudah menikah,86961,laki-laki,2,3,S3,management,memiliki rumah sendiri,1
Cahyadi Haryanto,60,sudah menikah,43087,laki-laki,5,0,S2,sales,memiliki rumah sendiri,3
Zainab Purnomo,43,belum menikah,85865,laki-laki,1,1,S1,sales,memiliki rumah sendiri,1
Usman Hakim,61,belum menikah,88944,laki-laki,2,0,S3,unskilled manual work,memiliki rumah sendiri,3
Lina Saputra,66,sudah menikah,38713,perempuan,5,1,S1,clerical work,tidak memiliki rumah sendiri,1
Lina Setiawan,44,sudah menikah,133100,perempuan,5,0,Post-graduate,clerical work,tidak memiliki rumah sendiri,2
Yusuf Utomo,51,sudah menikah,113404,laki-laki,1,0,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,0
Gita Rachman,18,sudah menikah,45698,perempuan,0,4,S1,unskilled manual work,tidak memiliki rumah sendiri,1
Wati Anggraini,69,belum menikah,29080,perempuan,3,0,S3,professional,tidak memiliki rumah sendiri,0
Usman Putra,66,belum menikah,62775,laki-laki,2,0,S2,management,tidak memiliki rumah sendiri,2
Eko Saputra,57,belum menikah,145655,laki-laki,0,1,S3,sales,memiliki rumah sendiri,3
Zainab Haryanto,20,sudah menikah,71691,laki-laki,5,0,S3,unskilled manual work,memiliki rumah sendiri,0
Vina Hidayat,44,belum menikah,136902,perempuan,1,0,S3,skilled manual work,memiliki rumah sendiri,2
Nina Mahendra,37,belum menikah,122272,laki-laki,4,1,S1,sales,tidak memiliki rumah sendiri,3
Budi Mahendra,59,sudah menikah,93947,perempuan,2,0,S3,clerical work,tidak memiliki rumah sendiri,0
Fitri Sari,41,sudah menikah,74067,laki-laki,0,3,S1,skilled manual work,tidak memiliki rumah sendiri,1
Nina Setiawan,53,sudah menikah,74371,laki-laki,1,0,S3,skilled manual work,memiliki rumah sendiri,0
Hadi Sari,65,sudah menikah,103222,perempuan,3,3,S2,skilled manual work,memiliki rumah sendiri,2
Budi Sari,22,sudah menikah,21714,laki-laki,4,0,SMA,skilled manual work,tidak memiliki rumah sendiri,0
Wati Utomo,32,belum menikah,33689,perempuan,5,3,Post-graduate,clerical work,tidak memiliki rumah sendiri,1
Maya Hidayat,58,belum menikah,51701,laki-laki,2,3,S1,clerical work,memiliki rumah sendiri,2
Vina Rachman,44,belum menikah,93901,perempuan,2,0,SMA,management,tidak memiliki rumah sendiri,3
Rizki Saputra,44,sudah menikah,59322,laki-laki,0,2,S3,unskilled manual work,tidak memiliki rumah sendiri,3
Hadi Putra,62,sudah menikah,56668,perempuan,4,2,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Wati Wahyuni,23,sudah menikah,115603,perempuan,1,1,S2,management,memiliki rumah sendiri,3
Taufik Wahyuni,21,sudah menikah,90457,laki-laki,2,5,S2,skilled manual work,tidak memiliki rumah sendiri,0
Fitri Hakim,19,sudah menikah,115890,perempuan,2,4,S3,professional,memiliki rumah sendiri,1
Joko Setiawan,21,sudah menikah,99160,perempuan,1,0,S1,sales,memiliki rumah sendiri,3
Cahyadi Fauzan,38,belum menikah,89579,perempuan,1,3,S2,professional,tidak memiliki rumah sendiri,2
Hadi Haryanto,32,belum menikah,33876,perempuan,4,0,Post-graduate,sales,memiliki rumah sendiri,3
Maya Haryanto,52,belum menikah,143682,laki-laki,0,0,S2,professional,tidak memiliki rumah sendiri,2
Wati Susanto,52,sudah menikah,96740,perempuan,3,0,S2,professional,memiliki rumah sendiri,3
Wati Putra,52,belum menikah,139716,perempuan,4,1,SMA,clerical work,memiliki rumah sendiri,1
Rizki Fauzan,30,sudah menikah,90227,laki-laki,3,0,S3,sales,memiliki rumah sendiri,2
Budi Sari,30,sudah menikah,56578,laki-laki,3,0,SMA,unskilled manual work,memiliki rumah sendiri,2
Indra Wahyuni,42,sudah menikah,144515,laki-laki,0,3,Post-graduate,management,tidak memiliki rumah sendiri,1
Indra Purnomo,56,belum menikah,66828,laki-laki,3,0,S3,professional,memiliki rumah sendiri,0
Budi Rachman,49,belum menikah,129092,laki-laki,2,0,S3,sales,tidak memiliki rumah sendiri,0
Usman Hidayat,58,sudah menikah,58787,perempuan,3,1,S3,sales,memiliki rumah sendiri,3
Joko Susanto,54,sudah menikah,133741,laki-laki,3,2,S2,clerical work,memiliki rumah sendiri,3
Wati Pratama,50,belum menikah,66866,perempuan,5,3,Post-graduate,unskilled manual work,memiliki rumah sendiri,0
Kartini Anggraini,18,belum menikah,26259,perempuan,4,2,Post-graduate,skilled manual work,memiliki rumah sendiri,3
Cahyadi Sari,29,belum menikah,67369,perempuan,1,0,S3,professional,memiliki rumah sendiri,0
Agus Santoso,49,belum menikah,28338,perempuan,5,1,Post-graduate,clerical work,memiliki rumah sendiri,1
Indra Setiawan,59,belum menikah,64660,laki-laki,4,3,S1,unskilled manual work,tidak memiliki rumah sendiri,0
Siti Susanto,55,belum menikah,65818,perempuan,4,4,S1,sales,memiliki rumah sendiri,2
Lina Wahyuni,65,belum menikah,104301,perempuan,0,0,S1,sales,memiliki rumah sendiri,3
Siti Saputra,50,belum menikah,91104,perempuan,3,2,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Fitri Susanto,53,belum menikah,147261,perempuan,1,0,S3,management,memiliki rumah sendiri,1
Kartini Santoso,43,belum menikah,97350,perempuan,3,0,S3,sales,memiliki rumah sendiri,3
Taufik Wibowo,49,belum menikah,47101,laki-laki,5,0,S1,management,tidak memiliki rumah sendiri,3
Fitri Hakim,23,belum menikah,52032,perempuan,3,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,2
Fitri Mahendra,53,sudah menikah,127077,perempuan,3,2,S2,professional,memiliki rumah sendiri,3
Budi Sari,26,belum menikah,63686,laki-laki,3,4,S2,unskilled manual work,memiliki rumah sendiri,1
Cahyadi Fauzan,33,belum menikah,120760,perempuan,1,1,S1,skilled manual work,tidak memiliki rumah sendiri,1
Putri Setiawan,69,sudah menikah,72011,laki-laki,1,0,SMA,skilled manual work,tidak memiliki rumah sendiri,2
Hadi Wibowo,21,belum menikah,84877,laki-laki,1,1,Post-graduate,sales,tidak memiliki rumah sendiri,3
Usman Wahyuni,46,belum menikah,46511,perempuan,4,2,SMA,unskilled manual work,memiliki rumah sendiri,3
Taufik Putra,24,sudah menikah,52406,perempuan,5,3,Post-graduate,sales,memiliki rumah sendiri,1
Nina Putra,63,sudah menikah,139866,perempuan,0,2,Post-graduate,clerical work,tidak memiliki rumah sendiri,2
Cahyadi Wibowo,58,sudah menikah,148381,laki-laki,3,1,SMA,clerical work,tidak memiliki rumah sendiri,1
Rizki Santoso,30,belum menikah,142823,laki-laki,0,4,S2,skilled manual work,memiliki rumah sendiri,1
Zainab Wijaya,19,sudah menikah,80249,perempuan,0,2,S2,clerical work,memiliki rumah sendiri,1
Putri Wijaya,38,belum menikah,135407,laki-laki,1,0,S2,sales,memiliki rumah sendiri,3
Agus Hidayat,34,sudah menikah,140933,laki-laki,3,1,SMA,unskilled manual work,memiliki rumah sendiri,2
Usman Fauzan,66,sudah menikah,28901,perempuan,3,0,S2,sales,tidak memiliki rumah sendiri,1
Yusuf Fauzan,22,sudah menikah,53254,perempuan,4,0,S1,management,memiliki rumah sendiri,1
Budi Wibowo,21,sudah menikah,133821,perempuan,2,3,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Putri Santoso,26,belum menikah,54808,laki-laki,0,0,SMA,clerical work,memiliki rumah sendiri,1
Hadi Purnomo,49,belum menikah,51613,perempuan,4,1,S1,professional,tidak memiliki rumah sendiri,2
Putri Sari,69,belum menikah,91719,laki-laki,4,2,S2,professional,memiliki rumah sendiri,0
Cahyadi Anggraini,40,belum menikah,29755,perempuan,1,0,S2,clerical work,memiliki rumah sendiri,0
Hadi Setiawan,62,sudah menikah,23952,perempuan,5,2,S2,skilled manual work,tidak memiliki rumah sendiri,3
Agus Saputra,37,belum menikah,77660,laki-laki,5,4,S3,skilled manual work,memiliki rumah sendiri,1
Wati Santoso,65,sudah menikah,97396,perempuan,1,2,Post-graduate,professional,memiliki rumah sendiri,0
Fitri Fauzan,66,belum menikah,87412,laki-laki,4,0,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Cahyadi Rachman,44,belum menikah,108304,perempuan,1,4,Post-graduate,management,tidak memiliki rumah sendiri,0
Rizki Putra,46,belum menikah,60866,perempuan,5,2,S3,skilled manual work,tidak memiliki rumah sendiri,0
Cahyadi Anggraini,40,belum menikah,49469,perempuan,0,1,S2,professional,tidak memiliki rumah sendiri,0
Dewi Putra,65,sudah menikah,22784,perempuan,3,0,S3,management,memiliki rumah sendiri,3
Eko Mahendra,67,belum menikah,66341,perempuan,0,1,S2,management,memiliki rumah sendiri,0
Taufik Saputra,57,belum menikah,62778,perempuan,0,1,S2,sales,memiliki rumah sendiri,2
Kartini Wahyuni,46,sudah menikah,144279,laki-laki,0,3,S1,clerical work,memiliki rumah sendiri,0
Yusuf Mahendra,32,belum menikah,42382,laki-laki,3,0,S2,sales,tidak memiliki rumah sendiri,1
Kartini Saputra,50,sudah menikah,46654,laki-laki,2,1,S2,clerical work,memiliki rumah sendiri,3
